 GEFY-10.1  SPONTANEOUS FISSION PRODUCT YIELDS FILE June 2025     3537 0  0    0
 9.223000+4 2.280578+2         -1          1         99          13537 1451    1
 0.000000+0 1.000000+0          0          0          0          63537 1451    2
 0.000000+0 0.000000+0          1          0          5          13537 1451    3
 0.000000+0 0.000000+0          0          0         35          33537 1451    4
 92-U -230 CENBG      EVAL-JUN25 K.H.SCHMIDT                      3537 1451    5
                      DIST-AUG11 DIST-JUN25                       3537 1451    6
----GEFY-10.1         MATERIAL 3537                               3537 1451    7
-----SPONTANEOUS FISSION PRODUCT YIELDS                           3537 1451    8
------ENDF-6 FORMAT                                               3537 1451    9
******************************************************************3537 1451   10
**  Fission yields obtained with the GEF code, version 2025/1.2 **3537 1451   11
** Isomers and cumul. yields based on JEFF3.3 decay data file   **3537 1451   12
*Developed 2009-2025                                             *3537 1451   13
*2019-2025   ** Karl-Heinz Schmidt, Beatriz Jurado, Kilian Kern **3537 1451   14
******************************************************************3537 1451   15
 The development of the GEF code has been supported by the        3537 1451   16
 European Union (EFNUDAT, ERINDA and CHANDA) and the              3537 1451   17
 OECD Nuclear Energy Agency (2010-2016)                           3537 1451   18
                                                                  3537 1451   19
 The authors, the European Union and the Nuclear Energy Agency    3537 1451   20
 cannot accept responsibility for loss occasioned to any          3537 1451   21
 person for the use of, or reliance upon, the information         3537 1451   22
 contained in the data or its completeness or accuracy.           3537 1451   23
                                                                  3537 1451   24
 References:                                                      3537 1451   25
 - K.-H. Schmidt and B. Jurado                                    3537 1451   26
   Entropy-driven excitation-energy sorting in superfluid fission 3537 1451   27
   dynamics, Phys. Rev. Lett. 104 (2010) 212501                   3537 1451   28
 - K.-H. Schmidt and B. Jurado                                    3537 1451   29
   Thermodynamics of nuclei in thermal contact                    3537 1451   30
   Phys. Rev. C 83 (2011) 014607                                  3537 1451   31
 - K.-H. Schmidt, B. Jurado, Ch. Amouroux                         3537 1451   32
   General Description of Fission Observables - GEF Model         3537 1451   33
   JEFF Report 24, Nucl. Energy Agency of the OECD, June 2014     3537 1451   34
 - K.-H. Schmidt, B. Jurado, Ch. Amouroux, Ch. Schmitt            3537 1451   35
   General Description of Fission Observables: GEF Model Code     3537 1451   36
   Nucl. Data Sheets 131 (2016) 107-221                           3537 1451   37
 - See also http://www.cenbg.in2p3.fr/GEF                         3537 1451   38
                                                                  3537 1451   39
                                1        451         42          03537 1451   40
                                8        454        428          03537 1451   41
                                8        459        461          03537 1451   42
 0.000000+0 0.000000+0          0          0          0          03537 1  099999
                                                                  3537 0  0    0
 9.223000+4 2.280578+2          1          0          0          03537 8454    1
 0.000000+0 0.000000+0          0          0       2556        6393537 8454    2
 2.807100+4 0.000000+0 1.999999-7 1.999999-7 2.907100+4 0.000000+03537 8454    3
 2.999999-7 2.999999-7 2.907200+4 0.000000+0 9.999997-8 9.999997-83537 8454    4
 2.907300+4 0.000000+0 1.999999-7 1.999999-7 3.007200+4 0.000000+03537 8454    5
 1.500000-6 1.500000-6 3.007300+4 0.000000+0 1.533333-6 1.533333-63537 8454    6
 3.007300+4 1.000000+0 1.266666-6 1.266666-6 3.007300+4 2.000000+03537 8454    7
 9.999997-7 9.999997-7 3.007400+4 0.000000+0 1.789999-5 1.653004-53537 8454    8
 3.007500+4 0.000000+0 1.889999-5 1.177696-5 3.007600+4 0.000000+03537 8454    9
 2.789999-5 1.764864-5 3.007700+4 0.000000+0 1.759999-5 1.375892-53537 8454   10
 3.007700+4 1.000000+0 1.799999-6 1.407162-6 3.007800+4 0.000000+03537 8454   11
 2.259999-5 1.545635-5 3.007900+4 0.000000+0 8.199997-6 8.199997-63537 8454   12
 3.008000+4 0.000000+0 4.299999-6 4.299999-6 3.107300+4 0.000000+03537 8454   13
 1.200000-6 1.200000-6 3.107400+4 0.000000+0 3.281249-6 3.281249-63537 8454   14
 3.107400+4 1.000000+0 1.718749-6 1.718749-6 3.107500+4 0.000000+03537 8454   15
 3.179999-5 1.803363-5 3.107600+4 0.000000+0 5.029998-5 2.599844-53537 8454   16
 3.107700+4 0.000000+0 1.231000-4 3.786458-5 3.107800+4 0.000000+03537 8454   17
 1.465000-4 4.904449-5 3.107900+4 0.000000+0 2.172999-4 5.277538-53537 8454   18
 3.108000+4 0.000000+0 9.069997-5 3.255205-5 3.108100+4 0.000000+03537 8454   19
 3.749999-5 2.224269-5 3.108200+4 0.000000+0 5.999998-7 5.999998-73537 8454   20
 3.207300+4 0.000000+0 2.999999-7 2.999999-7 3.207300+4 1.000000+03537 8454   21
 2.999999-7 2.999999-7 3.207400+4 0.000000+0 1.300000-6 1.300000-63537 8454   22
 3.207500+4 0.000000+0 1.989999-5 1.439563-5 3.207500+4 1.000000+03537 8454   23
 9.399997-6 6.799945-6 3.207600+4 0.000000+0 1.279000-4 4.822463-53537 8454   24
 3.207700+4 0.000000+0 3.678390-4 1.263855-4 3.207700+4 1.000000+03537 8454   25
 1.531608-4 5.262440-5 3.207800+4 0.000000+0 1.239000-3 2.499291-43537 8454   26
 3.207900+4 0.000000+0 1.840599-3 3.458734-4 3.207900+4 1.000000+03537 8454   27
 1.034400-3 1.943776-4 3.208000+4 0.000000+0 3.950999-3 5.382437-43537 8454   28
 3.208100+4 0.000000+0 1.966899-3 2.369306-4 3.208100+4 1.000000+03537 8454   29
 1.989999-4 2.397132-5 3.208200+4 0.000000+0 9.245997-4 2.475488-43537 8454   30
 3.208300+4 0.000000+0 5.049998-5 2.888570-5 3.208400+4 0.000000+03537 8454   31
 8.099997-6 8.099997-6 3.208500+4 0.000000+0 4.999998-7 4.999998-73537 8454   32
 3.307500+4 0.000000+0 1.999999-7 1.999999-7 3.307500+4 1.000000+03537 8454   33
 0.000000+0 0.000000+0 3.307600+4 0.000000+0 3.999999-6 3.999999-63537 8454   34
 3.307700+4 0.000000+0 1.969999-5 1.903611-5 3.307800+4 0.000000+03537 8454   35
 1.276000-4 5.511960-5 3.307900+4 0.000000+0 4.607998-4 1.665592-43537 8454   36
 3.308000+4 0.000000+0 2.095999-3 5.430128-4 3.308100+4 0.000000+03537 8454   37
 4.226499-3 4.707448-4 3.308200+4 0.000000+0 3.089222-3 2.675554-43537 8454   38
 3.308200+4 1.000000+0 7.377765-4 6.389830-5 3.308300+4 0.000000+03537 8454   39
 2.492999-3 4.334592-4 3.308400+4 0.000000+0 2.655319-4 6.359015-53537 8454   40
 3.308400+4 1.000000+0 9.726798-5 2.329394-5 3.308500+4 0.000000+03537 8454   41
 1.039000-4 4.037437-5 3.308600+4 0.000000+0 6.299998-6 6.299998-63537 8454   42
 3.308700+4 0.000000+0 1.599999-6 1.599999-6 3.407700+4 0.000000+03537 8454   43
 1.200000-6 1.200000-6 3.407700+4 1.000000+0 0.000000+0 0.000000+03537 8454   44
 3.407800+4 0.000000+0 7.599997-6 7.599997-6 3.407900+4 0.000000+03537 8454   45
 5.649909-5 3.510245-5 3.407900+4 1.000000+0 2.360089-5 1.466305-53537 8454   46
 3.408000+4 0.000000+0 7.733997-4 4.849055-4 3.408100+4 0.000000+03537 8454   47
 3.761799-3 7.975866-4 3.408100+4 1.000000+0 2.221699-3 4.710506-43537 8454   48
 3.408200+4 0.000000+0 1.481040-2 2.149068-3 3.408300+4 0.000000+03537 8454   49
 1.774416-2 1.382292-3 3.408300+4 1.000000+0 6.610035-3 5.149300-43537 8454   50
 3.408400+4 0.000000+0 2.418689-2 2.444455-3 3.408500+4 0.000000+03537 8454   51
 1.066610-2 1.589028-3 3.408600+4 0.000000+0 4.091699-3 8.341805-43537 8454   52
 3.408700+4 0.000000+0 7.233998-4 1.940218-4 3.408800+4 0.000000+03537 8454   53
 1.362000-4 4.794556-5 3.408900+4 0.000000+0 6.699998-6 6.699998-63537 8454   54
 3.409000+4 0.000000+0 8.999997-7 8.999997-7 3.508000+4 0.000000+03537 8454   55
 1.999999-6 1.999999-6 3.508000+4 1.000000+0 9.999997-8 9.999997-83537 8454   56
 3.508100+4 0.000000+0 1.375000-4 9.277406-5 3.508200+4 0.000000+03537 8454   57
 5.526272-4 1.540412-4 3.508200+4 1.000000+0 9.538723-4 2.658857-43537 8454   58
 3.508300+4 0.000000+0 5.930198-3 1.406102-3 3.508400+4 0.000000+03537 8454   59
 1.481636-2 1.815549-3 3.508400+4 1.000000+0 1.600331-3 1.960993-43537 8454   60
 3.508500+4 0.000000+0 2.548549-2 1.598333-3 3.508600+4 0.000000+03537 8454   61
 1.982329-2 1.701248-3 3.508700+4 0.000000+0 1.183310-2 1.727840-33537 8454   62
 3.508800+4 0.000000+0 3.662899-3 6.605473-4 3.508900+4 0.000000+03537 8454   63
 1.044400-3 2.614581-4 3.509000+4 0.000000+0 8.629997-5 3.971247-53537 8454   64
 3.509100+4 0.000000+0 1.350000-5 1.259268-5 3.509200+4 0.000000+03537 8454   65
 2.999999-7 2.999999-7 3.608100+4 0.000000+0 2.384615-6 2.384615-63537 8454   66
 3.608100+4 1.000000+0 7.153844-7 7.153844-7 3.608200+4 0.000000+03537 8454   67
 1.307000-4 8.139408-5 3.608300+4 0.000000+0 5.813215-4 1.767245-43537 8454   68
 3.608300+4 1.000000+0 5.172782-4 1.572550-4 3.608400+4 0.000000+03537 8454   69
 6.154498-3 1.859632-3 3.608500+4 0.000000+0 1.628351-2 2.521342-33537 8454   70
 3.608500+4 1.000000+0 5.662880-3 8.768414-4 3.608600+4 0.000000+03537 8454   71
 5.375348-2 5.851915-3 3.608700+4 0.000000+0 6.498178-2 4.260540-33537 8454   72
 3.608800+4 0.000000+0 5.472028-2 4.500173-3 3.608900+4 0.000000+03537 8454   73
 3.210529-2 4.279170-3 3.609000+4 0.000000+0 1.309280-2 2.361006-33537 8454   74
 3.609100+4 0.000000+0 2.829499-3 6.092445-4 3.609200+4 0.000000+03537 8454   75
