 GEFY-10.1  SPONTANEOUS FISSION PRODUCT YIELDS FILE June 2025     3602 0  0    0
 9.523800+4 2.360070+2         -1          1         99          13602 1451    1
 0.000000+0 1.000000+0          0          0          0          63602 1451    2
 0.000000+0 0.000000+0          1          0          5          13602 1451    3
 0.000000+0 0.000000+0          0          0         35          33602 1451    4
 95-Am-238 CENBG      EVAL-JUN25 K.H.SCHMIDT                      3602 1451    5
                      DIST-AUG11 DIST-JUN25                       3602 1451    6
----GEFY-10.1         MATERIAL 3602                               3602 1451    7
-----SPONTANEOUS FISSION PRODUCT YIELDS                           3602 1451    8
------ENDF-6 FORMAT                                               3602 1451    9
******************************************************************3602 1451   10
**  Fission yields obtained with the GEF code, version 2025/1.2 **3602 1451   11
** Isomers and cumul. yields based on JEFF3.3 decay data file   **3602 1451   12
*Developed 2009-2025                                             *3602 1451   13
*2019-2025   ** Karl-Heinz Schmidt, Beatriz Jurado, Kilian Kern **3602 1451   14
******************************************************************3602 1451   15
 The development of the GEF code has been supported by the        3602 1451   16
 European Union (EFNUDAT, ERINDA and CHANDA) and the              3602 1451   17
 OECD Nuclear Energy Agency (2010-2016)                           3602 1451   18
                                                                  3602 1451   19
 The authors, the European Union and the Nuclear Energy Agency    3602 1451   20
 cannot accept responsibility for loss occasioned to any          3602 1451   21
 person for the use of, or reliance upon, the information         3602 1451   22
 contained in the data or its completeness or accuracy.           3602 1451   23
                                                                  3602 1451   24
 References:                                                      3602 1451   25
 - K.-H. Schmidt and B. Jurado                                    3602 1451   26
   Entropy-driven excitation-energy sorting in superfluid fission 3602 1451   27
   dynamics, Phys. Rev. Lett. 104 (2010) 212501                   3602 1451   28
 - K.-H. Schmidt and B. Jurado                                    3602 1451   29
   Thermodynamics of nuclei in thermal contact                    3602 1451   30
   Phys. Rev. C 83 (2011) 014607                                  3602 1451   31
 - K.-H. Schmidt, B. Jurado, Ch. Amouroux                         3602 1451   32
   General Description of Fission Observables - GEF Model         3602 1451   33
   JEFF Report 24, Nucl. Energy Agency of the OECD, June 2014     3602 1451   34
 - K.-H. Schmidt, B. Jurado, Ch. Amouroux, Ch. Schmitt            3602 1451   35
   General Description of Fission Observables: GEF Model Code     3602 1451   36
   Nucl. Data Sheets 131 (2016) 107-221                           3602 1451   37
 - See also http://www.cenbg.in2p3.fr/GEF                         3602 1451   38
                                                                  3602 1451   39
