 GEFY-10.1  SPONTANEOUS FISSION PRODUCT YIELDS FILE June 2025     3741 0  0    0
 1.012600+5 2.578692+2         -1          1         99          13741 1451    1
 0.000000+0 1.000000+0          0          0          0          63741 1451    2
 0.000000+0 0.000000+0          1          0          5          13741 1451    3
 0.000000+0 0.000000+0          0          0         35          33741 1451    4
101-Md-260 CENBG      EVAL-JUN25 K.H.SCHMIDT                      3741 1451    5
                      DIST-AUG11 DIST-JUN25                       3741 1451    6
----GEFY-10.1         MATERIAL 3741                               3741 1451    7
-----SPONTANEOUS FISSION PRODUCT YIELDS                           3741 1451    8
------ENDF-6 FORMAT                                               3741 1451    9
******************************************************************3741 1451   10
**  Fission yields obtained with the GEF code, version 2025/1.2 **3741 1451   11
** Isomers and cumul. yields based on JEFF3.3 decay data file   **3741 1451   12
*Developed 2009-2025                                             *3741 1451   13
*2019-2025   ** Karl-Heinz Schmidt, Beatriz Jurado, Kilian Kern **3741 1451   14
******************************************************************3741 1451   15
 The development of the GEF code has been supported by the        3741 1451   16
 European Union (EFNUDAT, ERINDA and CHANDA) and the              3741 1451   17
 OECD Nuclear Energy Agency (2010-2016)                           3741 1451   18
                                                                  3741 1451   19
 The authors, the European Union and the Nuclear Energy Agency    3741 1451   20
 cannot accept responsibility for loss occasioned to any          3741 1451   21
 person for the use of, or reliance upon, the information         3741 1451   22
 contained in the data or its completeness or accuracy.           3741 1451   23
                                                                  3741 1451   24
 References:                                                      3741 1451   25
 - K.-H. Schmidt and B. Jurado                                    3741 1451   26
   Entropy-driven excitation-energy sorting in superfluid fission 3741 1451   27
   dynamics, Phys. Rev. Lett. 104 (2010) 212501                   3741 1451   28
 - K.-H. Schmidt and B. Jurado                                    3741 1451   29
   Thermodynamics of nuclei in thermal contact                    3741 1451   30
   Phys. Rev. C 83 (2011) 014607                                  3741 1451   31
 - K.-H. Schmidt, B. Jurado, Ch. Amouroux                         3741 1451   32
   General Description of Fission Observables - GEF Model         3741 1451   33
   JEFF Report 24, Nucl. Energy Agency of the OECD, June 2014     3741 1451   34
 - K.-H. Schmidt, B. Jurado, Ch. Amouroux, Ch. Schmitt            3741 1451   35
   General Description of Fission Observables: GEF Model Code     3741 1451   36
   Nucl. Data Sheets 131 (2016) 107-221                           3741 1451   37
 - See also http://www.cenbg.in2p3.fr/GEF                         3741 1451   38
                                                                  3741 1451   39
                                1        451         42          03741 1451   40
                                8        454        529          03741 1451   41
                                8        459        604          03741 1451   42
 0.000000+0 0.000000+0          0          0          0          03741 1  099999
                                                                  3741 0  0    0
 1.012600+5 2.578692+2          1          0          0          03741 8454    1
 0.000000+0 0.000000+0          0          0       3160        7903741 8454    2
 3.007400+4 0.000000+0 3.999997-7 3.999997-7 3.007500+4 0.000000+03741 8454    3
 1.999999-7 1.999999-7 3.007600+4 0.000000+0 2.999998-7 2.999998-73741 8454    4
 3.007700+4 0.000000+0 3.999998-7 3.999998-7 3.007700+4 1.000000+03741 8454    5
 9.999994-8 9.999994-8 3.007800+4 0.000000+0 6.999996-7 6.999996-73741 8454    6
 3.007900+4 0.000000+0 3.999997-7 3.999997-7 3.107600+4 0.000000+03741 8454    7
 1.999999-7 1.999999-7 3.107700+4 0.000000+0 5.999996-7 5.999996-73741 8454    8
 3.107800+4 0.000000+0 9.999994-7 9.999994-7 3.107900+4 0.000000+03741 8454    9
 1.399999-6 1.399999-6 3.108000+4 0.000000+0 7.999995-7 7.999995-73741 8454   10
 3.108100+4 0.000000+0 5.999996-7 5.999996-7 3.108200+4 0.000000+03741 8454   11
 1.999999-7 1.999999-7 3.207800+4 0.000000+0 3.999997-7 3.999997-73741 8454   12
 3.207900+4 0.000000+0 1.199999-6 1.199999-6 3.207900+4 1.000000+03741 8454   13
 5.999996-7 5.999996-7 3.208000+4 0.000000+0 4.499997-6 4.499997-63741 8454   14
 3.208100+4 0.000000+0 3.999997-6 3.999997-6 3.208100+4 1.000000+03741 8454   15
 4.999997-7 4.999997-7 3.208200+4 0.000000+0 2.999998-6 2.999998-63741 8454   16
 3.208300+4 0.000000+0 1.899999-6 1.899999-6 3.208400+4 0.000000+03741 8454   17
 1.999999-7 1.999999-7 3.307900+4 0.000000+0 1.999999-7 1.999999-73741 8454   18
 3.308000+4 0.000000+0 1.099999-6 1.099999-6 3.308100+4 0.000000+03741 8454   19
 4.699997-6 4.699997-6 3.308200+4 0.000000+0 6.848347-6 6.848347-63741 8454   20
 3.308200+4 1.000000+0 1.351648-6 1.351648-6 3.308300+4 0.000000+03741 8454   21
 1.129999-5 1.122542-5 3.308400+4 0.000000+0 6.229996-6 6.229996-63741 8454   22
 3.308400+4 1.000000+0 2.669998-6 2.669998-6 3.308500+4 0.000000+03741 8454   23
 3.799998-6 3.799998-6 3.308600+4 0.000000+0 1.999999-6 1.999999-63741 8454   24
 3.408000+4 0.000000+0 1.999999-7 1.999999-7 3.408100+4 0.000000+03741 8454   25
 5.999996-7 5.999996-7 3.408100+4 1.000000+0 9.999994-8 9.999994-83741 8454   26
 3.408200+4 0.000000+0 5.699996-6 5.699996-6 3.408300+4 0.000000+03741 8454   27
 1.318090-5 1.065782-5 3.408300+4 1.000000+0 4.719088-6 3.815763-63741 8454   28
 3.408400+4 0.000000+0 3.389998-5 2.402249-5 3.408500+4 0.000000+03741 8454   29
 4.329997-5 2.279818-5 3.408600+4 0.000000+0 3.509998-5 2.422015-53741 8454   30
 3.408700+4 0.000000+0 2.039999-5 1.584361-5 3.408800+4 0.000000+03741 8454   31
 7.799995-6 7.799995-6 3.408900+4 0.000000+0 1.699999-6 1.699999-63741 8454   32
 3.508200+4 0.000000+0 0.000000+0 0.000000+0 3.508200+4 1.000000+03741 8454   33
 2.999998-7 2.999998-7 3.508300+4 0.000000+0 6.999996-7 6.999996-73741 8454   34
 3.508400+4 0.000000+0 6.556958-6 6.556958-6 3.508400+4 1.000000+03741 8454   35
 8.430374-7 8.430374-7 3.508500+4 0.000000+0 2.839998-5 1.868829-53741 8454   36
 3.508600+4 0.000000+0 4.849997-5 2.977541-5 3.508700+4 0.000000+03741 8454   37
 7.689995-5 3.542582-5 3.508800+4 0.000000+0 7.869995-5 3.299830-53741 8454   38
 3.508900+4 0.000000+0 5.269997-5 2.531796-5 3.509000+4 0.000000+03741 8454   39
 2.779998-5 1.723983-5 3.509100+4 0.000000+0 9.099994-6 9.099994-63741 8454   40
 3.509200+4 0.000000+0 1.599999-6 1.599999-6 3.509300+4 0.000000+03741 8454   41
 1.999999-7 1.999999-7 3.608400+4 0.000000+0 2.999998-7 2.999998-73741 8454   42
 3.608500+4 0.000000+0 1.711110-6 1.711110-6 3.608500+4 1.000000+03741 8454   43
 4.888886-7 4.888886-7 3.608600+4 0.000000+0 1.749999-5 1.632497-53741 8454   44
 3.608700+4 0.000000+0 5.219997-5 2.794853-5 3.608800+4 0.000000+03741 8454   45
 1.360999-4 5.962878-5 3.608900+4 0.000000+0 1.803999-4 6.461842-53741 8454   46
 3.609000+4 0.000000+0 2.299999-4 7.350499-5 3.609100+4 0.000000+03741 8454   47
 1.660999-4 5.870751-5 3.609200+4 0.000000+0 9.259994-5 3.902859-53741 8454   48
 3.609300+4 0.000000+0 3.049998-5 1.906368-5 3.609400+4 0.000000+03741 8454   49
 9.299994-6 9.299994-6 3.609500+4 0.000000+0 1.799999-6 1.799999-63741 8454   50
 3.609600+4 0.000000+0 1.999999-7 1.999999-7 3.708600+4 0.000000+03741 8454   51
 1.999999-7 1.999999-7 3.708600+4 1.000000+0 9.999994-8 9.999994-83741 8454   52
 3.708700+4 0.000000+0 2.599998-6 2.599998-6 3.708800+4 0.000000+03741 8454   53
 1.229999-5 1.229999-5 3.708900+4 0.000000+0 5.219997-5 2.760177-53741 8454   54
 3.709000+4 0.000000+0 5.665877-5 2.185456-5 3.709000+4 1.000000+03741 8454   55
 7.414114-5 2.859791-5 3.709100+4 0.000000+0 2.624998-4 9.022139-53741 8454   56
 3.709200+4 0.000000+0 3.242998-4 9.531103-5 3.709300+4 0.000000+03741 8454   57
 3.027998-4 9.545928-5 3.709400+4 0.000000+0 1.921999-4 6.323681-53741 8454   58
 3.709500+4 0.000000+0 8.999994-5 4.096942-5 3.709600+4 0.000000+03741 8454   59
 2.349853-5 1.301179-5 3.709600+4 1.000000+0 7.501453-6 4.153764-63741 8454   60
 3.709700+4 0.000000+0 7.999995-6 7.999995-6 3.709800+4 0.000000+03741 8454   61
 1.499999-6 1.499999-6 3.709800+4 1.000000+0 0.000000+0 0.000000+03741 8454   62
 3.808800+4 0.000000+0 4.999997-7 4.999997-7 3.808900+4 0.000000+03741 8454   63
 2.899998-6 2.899998-6 3.809000+4 0.000000+0 2.019999-5 2.019999-53741 8454   64
 3.809100+4 0.000000+0 7.839995-5 3.993161-5 3.809200+4 0.000000+03741 8454   65
